modified_date__v,extract,extract_label,column_name,column_label,type,length,related_extract
,Object.study__v,Study,core_datasheet__v,Core Datasheet (DCSI),Relationship,,Object.datasheet__v
,Object.study__v,Study,created_by__v,Created By,Relationship,,Object.user__sys
,Object.study__v,Study,created_date__v,Created Date,DateTime,,
,Object.study__v,Study,development_phase__v,Development Phase,Picklist,46,Picklist.picklist__sys
,Object.study__v,Study,download_dosage_to_case__v,Download Dosage to Case,Picklist,46,Picklist.picklist__sys
,Object.study__v,Study,fda_15_day_override__v,15 Day Override,Number,,
,Object.study__v,Study,fda_7_day_override__v,7 Day Override,Number,,
,Object.study__v,Study,fda_due_date_override__v,Due Date Override,Boolean,,
,Object.study__v,Study,global_id__sys,Global ID,String,200,
,Object.study__v,Study,lifecycle__v,Lifecycle,String,100,
,Object.study__v,Study,link__sys,Link,String,255,
,Object.study__v,Study,market_segment__v,Market Segment,Relationship,,Object.market_segment__v
,Object.study__v,Study,masking__v,Masking,Picklist,46,Picklist.picklist__sys
,Object.study__v,Study,meddra_version__v,MedDRA Version,Picklist,46,Picklist.picklist__sys
,Object.study__v,Study,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.study__v,Study,name__v,Study Number,String,128,
,Object.study__v,Study,non_company_sponsored_study__v,Non-Company Sponsored Study,Boolean,,
,Object.study__v,Study,organization__v,Organization,Relationship,,Object.organization__v
,Object.study__v,Study,protocol_title__v,Protocol Title,String,500,
,Object.study__v,Study,start_date__v,Start Date,Date,,
,Object.study__v,Study,state__v,Lifecycle State,String,100,
,Object.study__v,Study,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.study__v,Study,study_has_arms__v,Study Has Arms,Boolean,,
,Object.study__v,Study,study_has_unspecified_products__v,Study Has Unspecified Products,Boolean,,
,Object.study__v,Study,study_name__v,Study Name,LongText,2000,
,Object.study__v,Study,study_type__v,Study Type,Relationship,,Object.controlled_vocabulary__v
,Object.study_arm__v,Study Arm,id,ID,String,100,
,Object.study_arm__v,Study Arm,modified_date__v,Last Modified Date,DateTime,,
,Object.study_arm__v,Study Arm,blinded__v,Blinded,Boolean,,
,Object.study_arm__v,Study Arm,created_by__v,Created By,Relationship,,Object.user__sys
,Object.study_arm__v,Study Arm,created_date__v,Created Date,DateTime,,
,Object.study_arm__v,Study Arm,description__v,Description,String,1500,
,Object.study_arm__v,Study Arm,global_id__sys,Global ID,String,200,
,Object.study_arm__v,Study Arm,indication_meddra__v,Indication,Relationship,,Object.meddra__v
,Object.study_arm__v,Study Arm,indication_meddra_coding_method__v,Indication - MedDRA Coding Method,Picklist,46,Picklist.picklist__sys
,Object.study_arm__v,Study Arm,lifecycle__v,Lifecycle,String,100,
,Object.study_arm__v,Study Arm,link__sys,Link,String,255,
,Object.study_arm__v,Study Arm,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.study_arm__v,Study Arm,name__v,Name,String,128,
,Object.study_arm__v,Study Arm,organization__v,Organization,Relationship,,Object.organization__v
,Object.study_arm__v,Study Arm,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.study_arm__v,Study Arm,state__v,Lifecycle State,String,100,
,Object.study_arm__v,Study Arm,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.study_arm__v,Study Arm,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.study_arm__v,Study Arm,study__v,Study,Relationship,,Object.study__v
,Object.study_arm__v,Study Arm,study_blinded__c,Study Blinded,Boolean,,
,Object.study_arm__v,Study Arm,study_product_group__v,Study Product Group,Relationship,,Object.study_product_group__v
,Object.study_arm_product__v,Study Arm Product,id,ID,String,100,
,Object.study_arm_product__v,Study Arm Product,modified_date__v,Last Modified Date,DateTime,,
,Object.study_arm_product__v,Study Arm Product,created_by__v,Created By,Relationship,,Object.user__sys
,Object.study_arm_product__v,Study Arm Product,created_date__v,Created Date,DateTime,,
,Object.study_arm_product__v,Study Arm Product,dose_number__v,Dose,Number,,
,Object.study_arm_product__v,Study Arm Product,dose_unit__v,Dose (unit),Picklist,46,Picklist.picklist__sys
,Object.study_arm_product__v,Study Arm Product,dose_unit_text__v,Dose (unit),String,50,
,Object.study_arm_product__v,Study Arm Product,frequency__v,Frequency,Number,,
,Object.study_arm_product__v,Study Arm Product,frequency_unit__v,Frequency (unit),Picklist,46,Picklist.picklist__sys
,Object.study_arm_product__v,Study Arm Product,global_id__sys,Global ID,String,200,
,Object.study_arm_product__v,Study Arm Product,lifecycle__v,Lifecycle,String,100,
,Object.study_arm_product__v,Study Arm Product,link__sys,Link,String,255,
,Object.study_arm_product__v,Study Arm Product,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.study_arm_product__v,Study Arm Product,name__v,Name,String,128,
,Object.study_arm_product__v,Study Arm Product,organization__v,Organization,Relationship,,Object.organization__v
,Object.study_arm_product__v,Study Arm Product,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.study_arm_product__v,Study Arm Product,state__v,Lifecycle State,String,100,
,Object.study_arm_product__v,Study Arm Product,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.study_arm_product__v,Study Arm Product,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.study_arm_product__v,Study Arm Product,study__v,Study,Relationship,,Object.study__v
,Object.study_arm_product__v,Study Arm Product,study_arm__v,Study Arm,Relationship,,Object.study_arm__v
,Object.study_arm_product__v,Study Arm Product,study_arm_blinded__v,Study Arm Blinded,Boolean,,
,Object.study_arm_product__v,Study Arm Product,study_product__v,Study Product,Relationship,,Object.study_product__v
,Object.study_arm_product__v,Study Arm Product,study_product_placeholder__v,Blinded Name,Relationship,,Object.study_product_placeholder__v
,Object.study_indication__v,Study Indication,id,ID,String,100,
,Object.study_indication__v,Study Indication,modified_date__v,Last Modified Date,DateTime,,
,Object.study_indication__v,Study Indication,created_by__v,Created By,Relationship,,Object.user__sys
,Object.study_indication__v,Study Indication,created_date__v,Created Date,DateTime,,
,Object.study_indication__v,Study Indication,global_id__sys,Global ID,String,200,
,Object.study_indication__v,Study Indication,indication_meddra__v,Indication (MedDRA),Relationship,,Object.meddra__v
,Object.study_indication__v,Study Indication,lifecycle__v,Lifecycle,String,100,
,Object.study_indication__v,Study Indication,link__sys,Link,String,255,
,Object.study_indication__v,Study Indication,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.study_indication__v,Study Indication,name__v,Name,String,128,
,Object.study_indication__v,Study Indication,name_meddra_coding_method__v,Indication - MedDRA Coding Method,Picklist,46,Picklist.picklist__sys
,Object.study_indication__v,Study Indication,organization__v,Organization,Relationship,,Object.organization__v
,Object.study_indication__v,Study Indication,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.study_indication__v,Study Indication,state__v,Lifecycle State,String,100,
,Object.study_indication__v,Study Indication,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.study_indication__v,Study Indication,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.study_indication__v,Study Indication,study__v,Study,Relationship,,Object.study__v
,Object.study_person__v,Study Person,id,ID,String,100,
,Object.study_person__v,Study Person,modified_date__v,Last Modified Date,DateTime,,
,Object.study_person__v,Study Person,created_by__v,Created By,Relationship,,Object.user__sys
,Object.study_person__v,Study Person,created_date__v,Created Date,DateTime,,
,Object.study_person__v,Study Person,global_id__sys,Global ID,String,200,
,Object.study_person__v,Study Person,lifecycle__v,Lifecycle,String,100,
,Object.study_person__v,Study Person,link__sys,Link,String,255,
,Object.study_person__v,Study Person,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.study_person__v,Study Person,name__v,Name,String,128,
,Object.study_person__v,Study Person,organization__v,Organization,Relationship,,Object.organization__v
,Object.study_person__v,Study Person,person__v,Person,Relationship,,Object.person__sys
,Object.study_person__v,Study Person,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.study_person__v,Study Person,state__v,Lifecycle State,String,100,
,Object.study_person__v,Study Person,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.study_person__v,Study Person,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.study_person__v,Study Person,study__v,Study,Relationship,,Object.study__v
,Object.study_person__v,Study Person,study_site__v,Study Site,Relationship,,Object.study_site__v
,Object.study_product__v,Study Product,id,ID,String,100,
,Object.study_product__v,Study Product,modified_date__v,Last Modified Date,DateTime,,
,Object.study_product__v,Study Product,aux_medicinal_product_status__v,Auxiliary Medicinal Product Status,Picklist,46,Picklist.picklist__sys
,Object.study_product__v,Study Product,combination_product__v,Combination Product,Relationship,,Object.product__v
,Object.study_product__v,Study Product,created_by__v,Created By,Relationship,,Object.user__sys
,Object.study_product__v,Study Product,created_date__v,Created Date,DateTime,,
,Object.study_product__v,Study Product,cta_approval_numbers__v,CTA Approval Numbers,String,250,
,Object.study_product__v,Study Product,dosage_notes__v,Dosage Notes,String,1000,
,Object.study_product__v,Study Product,dose_form__v,Dose Form,Relationship,,Object.dose_form__v
,Object.study_product__v,Study Product,dose_form_text__v,Dose Form,String,128,
,Object.study_product__v,Study Product,dose_number__v,Dose,Number,,
,Object.study_product__v,Study Product,dose_unit__v,Dose (unit),Picklist,46,Picklist.picklist__sys
,Object.study_product__v,Study Product,dose_unit_text__v,Dose (unit),String,50,
,Object.study_product__v,Study Product,frequency__v,Frequency,Number,,
,Object.study_product__v,Study Product,frequency_unit__v,Frequency (unit),Picklist,46,Picklist.picklist__sys
,Object.study_product__v,Study Product,global_id__sys,Global ID,String,200,
,Object.study_product__v,Study Product,lifecycle__v,Lifecycle,String,100,
,Object.study_product__v,Study Product,link__sys,Link,String,255,
,Object.study_product__v,Study Product,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.study_product__v,Study Product,mpid__v,MPID,String,50,
,Object.study_product__v,Study Product,name__v,Name,String,128,
,Object.study_product__v,Study Product,object_type__v,Study Product Type,Relationship,,Object.object_type__v
,Object.study_product__v,Study Product,organization__v,Organization,Relationship,,Object.organization__v
,Object.study_product__v,Study Product,phpid__v,PhPID,String,50,
,Object.study_product__v,Study Product,product__v,Product,Relationship,,Object.product__v
,Object.study_product__v,Study Product,product_registration__v,Product Registration,Relationship,,Object.product_registration__v
,Object.study_product__v,Study Product,registration_country__v,Registration Country,Relationship,,Object.country__v
,Object.study_product__v,Study Product,registration_mah__v,Registration Holder/Applicant,String,60,
,Object.study_product__v,Study Product,registration_number__v,Registration Number,String,35,
,Object.study_product__v,Study Product,roa__v,RoA,Relationship,,Object.route_of_administration__v
,Object.study_product__v,Study Product,roa_text__v,RoA,String,60,
,Object.study_product__v,Study Product,state__v,Lifecycle State,String,100,
,Object.study_product__v,Study Product,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.study_product__v,Study Product,study__v,Study,Relationship,,Object.study__v
,Object.study_product__v,Study Product,study_product_datasheet__v,Study Product Datasheet,Relationship,,Object.datasheet__v
,Object.study_product__v,Study Product,study_product_placeholder__v,Blinded Name,Relationship,,Object.study_product_placeholder__v
,Object.study_product__v,Study Product,study_product_role__v,Study Product Role,Picklist,46,Picklist.picklist__sys
,Object.study_product_country__v,Study Product Country,id,ID,String,100,
,Object.study_product_country__v,Study Product Country,modified_date__v,Last Modified Date,DateTime,,
,Object.study_product_country__v,Study Product Country,aux_medicinal_product_status_override__v,AxMP Status Override,Picklist,46,Picklist.picklist__sys
,Object.study_product_country__v,Study Product Country,created_by__v,Created By,Relationship,,Object.user__sys
,Object.study_product_country__v,Study Product Country,created_date__v,Created Date,DateTime,,
,Object.study_product_country__v,Study Product Country,global_id__sys,Global ID,String,200,
,Object.study_product_country__v,Study Product Country,lifecycle__v,Lifecycle,String,100,
,Object.study_product_country__v,Study Product Country,link__sys,Link,String,255,
,Object.study_product_country__v,Study Product Country,modified_by__v,Last Modified By,Relationship,,Object.user__sys
,Object.study_product_country__v,Study Product Country,name__v,Name,String,128,
,Object.study_product_country__v,Study Product Country,stage__sys,Lifecycle Stage,Relationship,,Object.object_lifecycle_stage_label__sys
,Object.study_product_country__v,Study Product Country,state__v,Lifecycle State,String,100,
,Object.study_product_country__v,Study Product Country,state_stage_id__sys,Lifecycle State Stage ID,Relationship,,Object.object_lifecycle_state_stage__sys
,Object.study_product_country__v,Study Product Country,status__v,Status,Picklist,46,Picklist.picklist__sys
,Object.study_product_country__v,Study Product Country,study__v,Study,Relationship,,Object.study__v
,Object.study_product_country__v,Study Product Country,study_product__v,Study Product,Relationship,,Object.study_product__v
,Object.study_product_country__v,Study Product Country,study_product_role_override__v,Study Product Role Override,Picklist,46,Picklist.picklist__sys
,Object.study_product_country__v,Study Product Country,study_registration__v,Study Registration,Relationship,,Object.study_registration__v
,Object.study_product_group__v,Study Product Group,id,ID,String,100,
,Object.study_product_group__v,Study Product Group,modified_date__v,Last Modified Date,DateTime,,
,Object.study_product_group__v,Study Product Group,created_by__v,Created By,Relationship,,Object.user__sys
,Object.study_product_group__v,Study Product Group,created_date__v,Created Date,DateTime,,
